country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2009,34986.148,137.56,10.462708,-0.13096237,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2009,2565.02,81.38102,7.8497214,0.1573801,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2009,10933.27,102.26,9.2995653,-0.018256187,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2009,11430.62,73.32,9.3440514,0.033290863,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2009,57203.969,81.38102,10.954378,-0.059182167,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2009,71488.992,153.46001,11.177299,-0.11604214,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2009,25747.199,34.060001,10.156081,-0.071606636,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2009,10143.24,57.27,9.2245626,-0.1451273,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2009,28405.689,81.38102,10.254345,-0.14250565,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2009,52407.91,45.59,10.866813,-0.0012483597,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2009,58810.441,87.599998,10.982075,-0.039140701,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2009,19242.391,74.739998,9.864871,0.068800926,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2009,988.20001,81.38102,6.895885,-0.01348877,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2009,55258.711,135.14,10.919782,-0.027294159,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2009,2758.0701,44.700001,7.9222865,-0.0070633888,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2009,1779.3199,40.299999,7.4839864,-5.7220459e-06,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2009,3942.1399,40.09,8.279479,0.039901733,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2009,21251.311,92.690002,9.9641743,-0.027601242,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2009,50665.75,117.96,10.833005,-0.040605545,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2009,32630.26,76.519997,10.392995,-0.055663109,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2009,11826.7,73.75,9.3781147,-0.013194084,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2009,22236.84,108.64,10.009505,0.0044565201,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2009,12033.91,89.580002,9.395484,-0.03123188,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2009,108962.82,81.38102,11.598762,-0.06208992,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2009,9011.5596,68.629997,9.1062632,0.016366959,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2009,16939.439,22.110001,9.7374001,-0.010214806,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2009,22840.881,81.38102,10.036307,-0.056628227,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2009,87875.828,90.290001,11.38368,-0.037957191,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2009,9019.1201,101.56,9.1071024,0.062812805,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2009,13489.95,88.480003,9.5096998,-0.17316055,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2009,1402.6801,31.49,7.24614,0.088973045,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2009,51552.422,58.470001,10.850354,-0.041031837,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2009,72709.813,109.78,11.194232,-0.035736084,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2009,23013.58,66.690002,10.043839,-0.021332741,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2009,9518.4297,44.419998,9.160985,0.084891319,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2009,4151.0498,66.669998,8.3311167,0.013175011,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2009,4286.5801,42.18,8.3632441,-0.0031890869,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2009,8138.4502,135.55,9.0043554,0.07012558,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2009,13586.75,35.16,9.5168505,-0.00031661987,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2009,3107.45,37.900002,8.0415573,0.012003899,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2009,6994.5698,80.459999,8.8528891,-0.024651527,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2009,17932.609,69.760002,9.7943764,-0.022136688,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2009,21532.998,32.91,9.9773417,-0.034399986,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
