country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2011,34837.941,154.44,10.458463,0.025771141,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2011,2757.05,90.38147,7.9219165,-0.032662868,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2011,11037.64,89.040001,9.3090668,-0.0035715103,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2011,12153.11,80.699997,9.4053402,0.027026176,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2011,60470.469,90.38147,11.009911,0.036809921,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2011,73190.398,144.17999,11.20082,0.031599998,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2011,29425.76,35.209999,10.289626,0.04765892,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2011,10990.18,69.440002,9.3047571,0.051495552,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2011,25023.92,90.38147,10.127587,-0.031573296,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2011,53257.051,41.720001,10.882886,0.0097703934,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2011,61272.262,105.78,11.023083,0.025484085,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2011,19358.08,80.510002,9.8708649,-0.028884888,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2011,994.69,90.38147,6.902431,0.0036759377,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2011,56585.301,160.77,10.943504,0.0061168671,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2011,2732.01,47.220001,7.9127927,-0.00057125092,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2011,1939.87,57.5,7.5703764,0.034562111,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2011,4352.4302,47.419998,8.3784895,0.053556442,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2011,22321.131,117.42,10.013289,0.027098656,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2011,53132.328,167.53,10.880541,0.046764374,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2011,32535.66,88.330002,10.390092,-0.0053892136,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2011,12487.7,87.839996,9.4324999,0.027998924,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2011,25404.76,157.97,10.142692,0.056357384,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2011,11641.77,106.91,9.3623543,-0.023086548,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2011,101989.93,76.269997,11.532629,-0.038271904,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2011,9554.4502,82.480003,9.1647625,0.03450489,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2011,18627.811,23.93,9.8324108,0.030836105,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2011,22102.48,90.38147,10.003445,-0.0063591003,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2011,90279.656,99.540001,11.410667,0.018932343,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2011,10714.69,102.8,9.2793713,0.070504189,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2011,15236.72,98.959999,9.631464,0.046460152,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2011,1517.15,34.48,7.3245888,0.025189877,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2011,53681.129,62.5,10.890817,0.02113533,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2011,74800.891,125.56,11.222585,0.0068492889,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2011,25366.27,72.480003,10.141175,0.050512314,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2011,11405.02,49.950001,9.3418093,0.084937096,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2011,4017.4099,64.720001,8.2983923,-0.076926231,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2011,4307.8501,51.52,8.3681946,0.0049505234,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2011,8492.4199,124.59,9.0469294,-0.010685921,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2011,14852.37,39.470001,9.6059151,0.056458473,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2011,3227.22,40.0,8.0793762,0.020615578,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2011,7325.7798,90.559998,8.8991547,0.03523922,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2011,19254.91,68.639999,9.8655214,0.031334877,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2011,22610.91,46.959999,10.026188,0.022741318,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2011,41212.859,110.62,10.626506,-0.021355629,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2011,39708.16,136.75,10.589312,0.015501022,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2011,57858.422,78.43,10.965755,0.055428505,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
