country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2008,39881.59,139.11,10.59367,0.010561943,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2008,2191.5,92.904121,7.6923413,0.016633034,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2008,11134.7,108.68,9.3178215,0.064652443,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2008,11056.35,75.25,9.3107605,0.074462891,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2008,60691.609,92.904121,11.01356,-0.076766014,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2008,80285.188,148.50999,11.293341,-0.082396507,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2008,27658.49,40.400002,10.227688,0.029642105,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2008,11727.48,54.540001,9.3696899,0.073277473,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2008,32756.311,92.904121,10.396851,-0.014817238,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2008,52473.379,42.75,10.868061,0.015559196,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2008,61157.988,102.74,11.021215,0.01129818,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2008,17963.02,89.239998,9.7960701,0.079673767,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2008,1001.62,92.904121,6.9093738,0.0066714287,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2008,56787.738,161.09,10.947076,-0.0034408569,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2008,2777.6201,47.779999,7.9293499,0.017608166,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2008,1779.33,35.389999,7.4839921,0.027000427,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2008,3787.9399,42.619999,8.2395773,0.048413277,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2008,21846.051,124.69,9.9917755,0.066510201,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2008,52765.391,145.88,10.87361,0.00063705444,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2008,34498.039,87.43,10.448658,-0.036964417,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
