country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2012,33972.34,156.64999,10.433302,-0.025160789,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2012,2985.3201,88.470963,8.001462,0.079545498,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2012,11519.99,81.940002,9.3518391,0.042772293,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2012,12463.57,76.970001,9.4305649,0.025224686,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2012,58172.129,88.470963,10.971162,-0.038748741,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2012,73644.047,156.64,11.206999,0.0061788559,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2012,28825.971,30.530001,10.269032,-0.020593643,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2012,11796.27,75.959999,9.3755388,0.070781708,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2012,25592.91,88.470963,10.15007,0.022482872,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2012,54403.879,43.02,10.904191,0.021305084,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2012,61376.719,105.84,11.024786,0.0017032623,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2012,19523.369,78.260002,9.8793678,0.0085029602,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2012,1002.27,88.470963,6.9100227,0.0075917244,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
