country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2005,38828.219,145.05,10.566902,-0.029747009,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2005,1908.11,85.902641,7.5538683,0.071231365,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2005,8895.3799,95.339996,9.0932875,0.09592247,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2005,8964.3203,69.120003,9.1010075,0.055153847,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2005,65114.809,85.902641,11.083907,0.011760712,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2005,92750.906,119.55,11.437673,-0.0044670105,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2005,23262.41,40.549999,10.054594,0.074541092,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2005,8362.9004,70.139999,9.0315609,0.13601303,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2005,27692.631,85.902641,10.228922,0.051460266,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2005,49997.07,39.099998,10.819719,0.018894196,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2005,56890.281,94.669998,10.94888,0.016126633,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2005,10054.1,115.84,9.2157354,0.23633671,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2005,981.53003,85.902641,6.8891125,-0.028187275,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2005,54346.891,144.53,10.903143,0.017451286,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2005,2632.47,39.099998,7.8756781,-0.015218735,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
