country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2017,38116.828,138.72,10.548411,0.034264565,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2017,2953.0,84.556976,7.9905767,-0.001958847,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2017,10414.24,45.66,9.2509298,-0.03690052,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2017,15359.46,76.790001,9.6394873,0.047736168,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2017,63239.66,84.556976,11.054687,-0.01822567,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2017,72529.063,165.48,11.191743,-0.04240799,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2017,28334.9,25.290001,10.251849,0.018981934,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2017,14243.87,87.199997,9.5640821,0.076641083,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2017,27199.199,127.66,10.210943,0.021235466,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2017,56881.859,42.040001,10.948731,0.0062055588,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2017,62535.898,105.56,11.043496,0.015522003,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2017,19659.0,90.400002,9.8862906,-0.0082778931,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2017,1023.97,84.556976,6.9314423,0.014092922,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2017,58529.328,166.89999,10.977283,0.010785103,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2017,3041.78,61.48,8.0201979,0.026355267,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2017,2232.29,59.27,7.7107835,0.031656742,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2017,6005.71,30.0,8.7004662,0.055312157,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2017,26691.869,129.63,10.192114,0.040328026,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2017,53859.77,136.42999,10.894139,-0.0045814514,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2017,33050.039,68.330002,10.405778,0.02691555,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2017,15554.72,96.650002,9.6521196,0.044770241,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2017,25503.98,133.37,10.14659,0.026104927,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
