country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2010,33951.621,135.46001,10.432692,-0.030015945,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2010,2848.5901,85.441711,7.9545794,0.10485792,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2010,11077.13,90.989998,9.3126383,0.013072968,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2010,11829.05,75.529999,9.378314,0.034262657,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2010,58285.059,85.441711,10.973101,0.018722534,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2010,70913.781,135.49001,11.16922,-0.0080785751,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2010,28056.26,34.970001,10.241967,0.085886002,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2010,10438.56,64.639999,9.2532616,0.028698921,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2010,25826.609,85.441711,10.159161,-0.095184326,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2010,52739.27,40.389999,10.873116,0.0063028336,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2010,59730.551,99.639999,10.997599,0.015523911,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2010,19925.391,74.989998,9.8997498,0.034878731,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2010,991.03998,85.441711,6.8987551,0.0028700829,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2010,56240.199,150.16,10.937387,0.017605782,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2010,2733.5701,51.43,7.9133639,-0.0089225769,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2010,1873.97,49.07,7.5358143,0.051827908,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2010,4125.46,37.799999,8.3249331,0.045454025,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2010,21724.381,103.38,9.9861908,0.022016525,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2010,50704.852,115.56,10.833776,0.00077152252,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2010,32711.461,78.68,10.395481,0.0024862289,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2010,12142.91,80.970001,9.404501,0.026386261,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2010,24012.609,115.92,10.086334,0.076828957,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2010,11913.66,94.860001,9.3854408,-0.010043144,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2010,105968.88,74.599998,11.570901,-0.027860641,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2010,9230.4004,75.510002,9.1302576,0.023994446,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2010,18062.16,22.77,9.8015747,0.064174652,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2010,22243.461,85.441711,10.009804,-0.026503563,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2010,88586.508,95.370003,11.391735,0.0080547333,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2010,9985.2803,105.01,9.2088671,0.10176468,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2010,14545.02,94.639999,9.5850039,0.075304031,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2010,1479.41,34.43,7.2993989,0.053258896,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2010,52558.441,60.209999,10.869681,0.019327164,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2010,74290.258,120.07,11.215735,0.021503448,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2010,24116.77,69.720001,10.090663,0.046823502,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2010,10476.31,49.849998,9.2568722,0.095887184,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2010,4338.6499,67.470001,8.3753185,0.044201851,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2010,4286.5801,47.240002,8.3632441,0.0,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2010,8583.6602,124.06,9.0576153,0.05325985,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2010,14037.06,34.259998,9.5494566,0.032606125,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2010,3161.3701,39.549999,8.0587606,0.017203331,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2010,7072.1201,85.550003,8.8639154,0.011026382,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2010,18660.92,67.510002,9.8341866,0.039810181,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2010,22102.52,40.290001,10.003447,0.026104927,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2010,42102.461,108.9,10.647861,-0.0035820007,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2010,39097.391,126.76,10.573811,0.023870468,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2010,54738.711,73.889999,10.910326,0.042045593,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2010,22102.52,85.441711,10.003447,0.026104927,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2010,17516.789,85.441711,9.770915,-0.00098419189,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2010,60190.629,94.389999,11.005272,0.011262894,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2010,14975.0,56.060001,9.6141376,0.067867279,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2010,14496.42,63.490002,9.5816574,0.027413368,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2010,11665.7,65.779999,9.3644085,0.022729874,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,2010,13128.99,47.939999,9.4825783,0.031012535,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,2010,22102.52,37.470001,10.003447,0.026104927,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,2010,42695.531,52.689999,10.66185,-0.003663063,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,2010,30070.301,143.67,10.311294,0.026483536,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,2010,1381.1899,85.441711,7.2307005,0.089882851,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
Finland,FIN,2010,54017.949,75.459999,10.897072,0.02661705,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0
Fiji,FJI,2010,9784.2998,85.441711,9.1885347,0.025619507,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0
France,FRA,2010,49130.422,56.59,10.802234,0.014876366,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0
"Micronesia, Fed. Sts.",FSM,2010,3764.95,108.04,8.23349,0.024320602,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0
Gabon,GAB,2010,18530.58,89.160004,9.827178,0.033999443,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0
United Kingdom,GBR,2010,46917.891,59.049999,10.756154,0.014514923,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0
Georgia,GEO,2010,11294.37,81.669998,9.3320599,0.067886353,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0
Ghana,GHA,2010,4495.6899,75.379997,8.4108744,0.051701546,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0
Guinea,GIN,2010,2594.8301,73.550003,7.8612761,0.022416592,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0
"Gambia, The",GMB,2010,2824.21,41.009998,7.9459839,0.028327465,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0
Guinea-Bissau,GNB,2010,2164.1299,43.509998,7.6797738,0.028687,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0
Equatorial Guinea,GNQ,2010,33668.871,144.67,10.424329,-0.13943672,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0
Greece,GRC,2010,37566.75,50.919998,10.533875,-0.059911728,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0
Grenada,GRD,2010,13354.91,85.441711,9.4996395,-0.0081043243,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0
Greenland,GRL,2010,61863.281,110.47,11.032682,0.01347065,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0
Guatemala,GTM,2010,9825.0195,63.130001,9.192687,0.0086174011,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0
Guyana,GUY,2010,10374.39,85.441711,9.2470951,0.044330597,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0
"Hong Kong SAR, China",HKG,2010,56355.41,404.76999,10.939433,0.058139801,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0
Honduras,HND,2010,5396.0698,109.44,8.5934258,0.015370369,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0
Croatia,HRV,2010,28702.0,72.650002,10.264722,-0.011182785,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0
Haiti,HTI,2010,3205.5,44.720001,8.0726233,-0.069841385,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0
Hungary,HUN,2010,27801.83,157.84,10.232857,0.012882233,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0
Indonesia,IDN,2010,8848.2197,46.700001,9.0879717,0.047772408,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0
India,IND,2010,5059.2798,49.259998,8.5289793,0.067011833,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0
Ireland,IRL,2010,59209.102,190.08,10.988831,0.011240959,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0
"Iran, Islamic Rep.",IRN,2010,15729.91,43.77,9.6633196,0.043844223,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0
Iraq,IRQ,2010,11816.84,73.5,9.3772812,0.029746056,0,Asia,33.333332,44.433334,Arabic,TUR,Emerging and Developing Economies,0.0
Iceland,ISL,2010,56211.828,92.489998,10.936882,-0.021030426,0,Europe,64.150002,-21.966667,Icelandic,DNK,Advanced Economies,1.0
Israel,ISR,2010,37722.41,65.629997,10.53801,0.035598755,0,Asia,32.083332,34.766666,Hebrew,GBR,Advanced Economies,1.0
Italy,ITA,2010,49301.699,51.66,10.805714,0.010752678,0,Europe,41.883335,12.5,Italian,,Advanced Economies,1.0
Jamaica,JAM,2010,9805.9004,85.441711,9.1907396,-0.018898964,0,America,17.966667,-76.800003,English,GBR,Emerging and Developing Economies,0.0
Jordan,JOR,2010,10953.54,114.22,9.3014183,0.0013742447,0,Asia,31.950001,35.933334,Arabic,GBR,Emerging and Developing Economies,0.0
Japan,JPN,2010,40881.801,28.5,10.618441,0.039982796,0,Asia,35.666668,139.75,Japanese,,Advanced Economies,1.0
