country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2002,38098.898,133.23,10.54794,-0.016415596,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2002,1774.3101,77.98362,7.4811668,0.19901752,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2002,7523.8101,90.57,8.925828,0.094017029,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2002,7590.4902,65.989998,8.9346514,0.048243523,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2002,61188.641,77.98362,11.021717,0.034578323,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2002,87479.242,93.07,11.379157,-0.036710739,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2002,18571.699,41.75,9.8293943,-0.12604332,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2002,5731.3501,73.980003,8.6537066,0.12772846,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2002,23958.16,77.98362,10.084064,-0.0023603439,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2002,46688.391,41.380001,10.751251,0.027362823,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2002,54565.078,87.580002,10.907149,0.0098152161,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2002,6701.0801,92.82,8.8100243,0.082734108,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2002,1044.48,77.98362,6.9512744,0.015301228,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2002,51471.852,136.09,10.84879,0.012441635,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2002,2630.1799,43.77,7.8748074,0.014985085,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2002,1494.6801,31.309999,7.3096676,0.01170969,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2002,2866.4299,28.969999,7.9608226,0.022181034,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2002,14397.06,75.269997,9.5747795,0.078766823,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2002,55096.66,131.13,10.916844,-0.038874626,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2002,35610.68,70.279999,10.480401,0.015232086,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2002,8366.7305,78.730003,9.0320187,0.047005653,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2002,12443.93,131.0,9.4289885,0.055586815,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2002,11828.19,93.080002,9.3782406,0.022326469,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2002,102559.77,77.98362,11.538201,-0.019323349,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2002,7550.02,49.349998,8.9293051,0.0078277588,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2002,14265.9,27.620001,9.5656271,0.017663002,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2002,21262.311,77.98362,9.9646912,0.0012989044,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2002,101571.58,93.220001,11.528519,0.018791199,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2002,5991.25,70.279999,8.6980553,0.077289581,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2002,13479.7,91.839996,9.5089397,0.04011631,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2002,1290.38,36.110001,7.1626921,0.013670444,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2002,49695.012,75.709999,10.81366,0.018703461,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2002,67446.398,91.779999,11.119088,-0.0082979202,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2002,18240.199,62.48,9.8113832,0.020487785,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2002,4744.3999,42.189999,8.4647198,0.081707001,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2002,4368.9302,55.900002,8.3822737,-0.053523064,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2002,3951.4199,48.48,8.2818298,0.01698494,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2002,7729.3901,135.46001,8.9527855,0.021175385,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2002,10925.15,32.98,9.2988224,0.0093517303,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2002,3023.52,35.759998,8.0141773,0.023789883,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2002,4710.2402,101.09,8.4574938,0.036610603,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2002,14495.99,80.410004,9.5816269,0.017082214,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2002,18451.492,24.73,9.8229008,0.021290779,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2002,38090.93,123.64,10.547731,0.025093079,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2002,30919.551,90.879997,10.339144,0.016950607,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2002,50406.379,58.330002,10.827873,-0.0039663315,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2002,18451.492,77.98362,9.8229008,0.021290779,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2002,13640.7,77.98362,9.520813,-0.032517433,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2002,58327.828,84.480003,10.973835,0.0013608932,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2002,11313.07,68.720001,9.3337135,0.028868675,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2002,12213.13,56.59,9.4102669,0.039289474,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
