country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2013,35621.781,155.73,10.480713,0.047410965,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2013,3046.5801,88.239456,8.0217752,0.020313263,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2013,11626.19,77.349998,9.3610153,0.0091762543,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2013,12873.48,75.75,9.462925,0.032360077,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2013,57332.16,88.239456,10.956617,-0.014544487,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2013,74237.219,157.39999,11.215021,0.0080223083,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2013,29227.66,29.33,10.282871,0.013838768,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2013,12194.02,77.559998,9.4087009,0.033162117,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2013,25206.85,88.239456,10.134871,-0.015198708,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2013,54895.012,41.099998,10.913177,0.0089864731,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2013,60863.051,104.99,11.016381,-0.0084047318,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2013,20398.65,74.68,9.9232244,0.043856621,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2013,1014.52,88.239456,6.9221711,0.01214838,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2013,56263.18,157.57001,10.937796,-0.001663208,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2013,2893.05,59.200001,7.9700665,0.039957523,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2013,2057.0601,64.040001,7.6290331,0.026302338,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2013,4822.73,46.299999,8.4810953,0.049013138,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2013,22954.49,129.69,10.041269,0.014728546,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2013,55376.398,184.59,10.921908,0.01564312,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2013,32402.92,84.550003,10.386003,-0.038286209,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
